customer_key,customer_id,country,signup_date,effective_from,effective_to,is_current
54,2197,DK,2019-01-21,2019-01-21,,True
55,1442,NO,2019-01-21,2019-01-21,,True
56,2554,FI,2019-01-21,2019-01-21,,True
57,4117,SE,2019-01-21,2019-01-21,,True
58,4504,SE,2019-01-21,2019-01-21,,True
59,3730,SE,2019-01-22,2019-01-22,,True
60,2166,DK,2019-01-22,2019-01-22,,True
61,4082,NO,2019-01-22,2019-01-22,,True
62,1314,SE,2019-01-22,2019-01-22,,True
63,2768,DK,2019-01-22,2019-01-22,,True
64,841,DK,2019-01-22,2019-01-22,,True
65,2889,SE,2019-01-22,2019-01-22,,True
66,3514,FI,2019-01-23,2019-01-23,,True
67,3576,SE,2019-01-23,2019-01-23,,True
68,3884,FI,2019-01-23,2019-01-23,,True
69,4877,FI,2019-01-24,2019-01-24,,True
70,747,DK,2019-01-24,2019-01-24,,True
71,1436,NO,2019-01-24,2019-01-24,,True
72,4878,SE,2019-01-24,2019-01-24,,True
73,3031,DK,2019-01-24,2019-01-24,,True
74,4715,NO,2019-01-24,2019-01-24,,True
75,3239,NO,2019-01-25,2019-01-25,,True
76,1358,DK,2019-01-25,2019-01-25,,True
77,1667,FI,2019-01-26,2019-01-26,,True
78,4182,SE,2019-01-26,2019-01-26,,True
79,4093,SE,2019-01-27,2019-01-27,,True
80,4942,DK,2019-01-27,2019-01-27,,True
81,1824,FI,2019-01-27,2019-01-27,,True
82,3776,FI,2019-01-27,2019-01-27,,True
83,1860,SE,2019-01-27,2019-01-27,,True
84,2004,FI,2019-01-27,2019-01-27,,True
85,4763,FI,2019-01-28,2019-01-28,,True
86,4170,NO,2019-01-28,2019-01-28,,True
87,2408,DK,2019-01-28,2019-01-28,,True
88,2355,NO,2019-01-29,2019-01-29,,True
89,2704,SE,2019-01-29,2019-01-29,,True
90,4269,SE,2019-01-30,2019-01-30,,True
91,4153,DK,2019-01-31,2019-01-31,,True
92,4595,DK,2019-01-31,2019-01-31,,True
93,3498,DK,2019-01-31,2019-01-31,,True
94,72,NO,2019-02-01,2019-02-01,,True
95,3441,DK,2019-02-01,2019-02-01,,True
96,293,SE,2019-02-02,2019-02-02,,True
97,2348,NO,2019-02-02,2019-02-02,,True
98,584,NO,2019-02-03,2019-02-03,,True
99,4249,DK,2019-02-03,2019-02-03,,True
100,4946,NO,2019-02-03,2019-02-03,,True
101,2436,FI,2019-02-04,2019-02-04,,True
102,4539,DK,2019-02-04,2019-02-04,,True
103,738,SE,2019-02-04,2019-02-04,,True
104,4731,NO,2019-02-04,2019-02-04,,True
105,3673,DK,2019-02-04,2019-02-04,,True
106,2043,SE,2019-02-05,2019-02-05,,True
107,1980,NO,2019-02-05,2019-02-05,,True
108,4687,DK,2019-02-05,2019-02-05,,True
109,4484,FI,2019-02-05,2019-02-05,,True
110,2925,NO,2019-02-05,2019-02-05,,True
111,2873,SE,2019-02-05,2019-02-05,,True
112,107,NO,2019-02-06,2019-02-06,,True
113,1020,SE,2019-02-06,2019-02-06,,True
114,46,FI,2019-02-07,2019-02-07,,True
115,2306,SE,2019-02-07,2019-02-07,,True
116,1688,SE,2019-02-07,2019-02-07,,True
117,1353,DK,2019-02-07,2019-02-07,,True
118,1893,SE,2019-02-08,2019-02-08,,True
119,3964,SE,2019-02-08,2019-02-08,,True
120,1774,FI,2019-02-09,2019-02-09,,True
121,2152,DK,2019-02-10,2019-02-10,,True
122,2193,NO,2019-02-10,2019-02-10,,True
123,2783,DK,2019-02-10,2019-02-10,,True
124,4890,DK,2019-02-10,2019-02-10,,True
125,2635,NO,2019-02-12,2019-02-12,,True
126,3942,NO,2019-02-13,2019-02-13,,True
127,2375,NO,2019-02-13,2019-02-13,,True
128,710,FI,2019-02-13,2019-02-13,,True
129,4418,NO,2019-02-13,2019-02-13,,True
130,11,DK,2019-02-13,2019-02-13,,True
131,220,DK,2019-02-13,2019-02-13,,True
132,2038,DK,2019-02-14,2019-02-14,,True
133,3425,DK,2019-02-14,2019-02-14,,True
134,1321,FI,2019-02-14,2019-02-14,,True
135,1203,FI,2019-02-14,2019-02-14,,True
136,2058,DK,2019-02-15,2019-02-15,,True
137,4173,NO,2019-02-15,2019-02-15,,True
138,108,FI,2019-02-16,2019-02-16,,True
139,2124,SE,2019-02-16,2019-02-16,,True
140,1792,NO,2019-02-17,2019-02-17,,True
141,1796,NO,2019-02-17,2019-02-17,,True
142,2788,SE,2019-02-17,2019-02-17,,True
143,3474,FI,2019-02-18,2019-02-18,,True
144,87,NO,2019-02-18,2019-02-18,,True
145,2414,DK,2019-02-18,2019-02-18,,True
146,2544,FI,2019-02-19,2019-02-19,,True
147,1179,DK,2019-02-19,2019-02-19,,True
148,560,NO,2019-02-19,2019-02-19,,True
149,1576,DK,2019-02-19,2019-02-19,,True
150,2131,SE,2019-02-20,2019-02-20,,True
151,265,DK,2019-02-20,2019-02-20,,True
152,1112,SE,2019-02-20,2019-02-20,,True
153,3472,DK,2019-02-20,2019-02-20,,True
154,3728,NO,2019-02-21,2019-02-21,,True
155,1338,NO,2019-02-21,2019-02-21,,True
156,4057,NO,2019-02-21,2019-02-21,,True
157,295,NO,2019-02-22,2019-02-22,,True
158,1608,SE,2019-02-22,2019-02-22,,True
159,4682,SE,2019-02-23,2019-02-23,,True
160,4379,SE,2019-02-23,2019-02-23,,True
161,2172,NO,2019-02-24,2019-02-24,,True
162,1721,NO,2019-02-24,2019-02-24,,True
163,113,FI,2019-02-25,2019-02-25,,True
164,33,FI,2019-02-25,2019-02-25,,True
165,2246,NO,2019-02-26,2019-02-26,,True
166,4385,DK,2019-02-26,2019-02-26,,True
167,664,NO,2019-02-26,2019-02-26,,True
168,4837,NO,2019-02-27,2019-02-27,,True
169,4157,NO,2019-02-27,2019-02-27,,True
170,3792,NO,2019-02-28,2019-02-28,,True
171,3928,DK,2019-02-28,2019-02-28,,True
172,962,SE,2019-02-28,2019-02-28,,True
173,1613,FI,2019-02-28,2019-02-28,,True
174,4429,DK,2019-02-28,2019-02-28,,True
175,2866,DK,2019-02-28,2019-02-28,,True
176,1575,FI,2019-03-01,2019-03-01,,True
177,3711,NO,2019-03-01,2019-03-01,,True
178,508,DK,2019-03-02,2019-03-02,,True
179,794,FI,2019-03-02,2019-03-02,,True
180,4969,DK,2019-03-02,2019-03-02,,True
181,4024,NO,2019-03-03,2019-03-03,,True
182,3437,SE,2019-03-03,2019-03-03,,True
183,4414,NO,2019-03-04,2019-03-04,,True
184,2829,DK,2019-03-04,2019-03-04,,True
185,1647,DK,2019-03-04,2019-03-04,,True
186,2559,FI,2019-03-04,2019-03-04,,True
187,2461,FI,2019-03-07,2019-03-07,,True
188,1913,NO,2019-03-07,2019-03-07,,True
189,1593,FI,2019-03-08,2019-03-08,,True
190,4924,NO,2019-03-08,2019-03-08,,True
191,1184,FI,2019-03-09,2019-03-09,,True
192,355,FI,2019-03-09,2019-03-09,,True
193,1939,NO,2019-03-09,2019-03-09,,True
194,2233,NO,2019-03-10,2019-03-10,,True
195,260,DK,2019-03-10,2019-03-10,,True
196,3812,SE,2019-03-10,2019-03-10,,True
197,4784,FI,2019-03-11,2019-03-11,,True
198,4576,SE,2019-03-11,2019-03-11,,True
199,579,NO,2019-03-11,2019-03-11,,True
200,1945,SE,2019-03-11,2019-03-11,,True
201,3626,NO,2019-03-11,2019-03-11,,True
202,1241,SE,2019-03-12,2019-03-12,,True
203,3859,FI,2019-03-12,2019-03-12,,True
204,1475,FI,2019-03-12,2019-03-12,,True
205,4273,NO,2019-03-13,2019-03-13,,True
206,1329,NO,2019-03-13,2019-03-13,,True
207,4932,DK,2019-03-13,2019-03-13,,True
208,847,NO,2019-03-13,2019-03-13,,True
209,1633,FI,2019-03-13,2019-03-13,,True
210,4540,FI,2019-03-14,2019-03-14,,True
211,3094,NO,2019-03-15,2019-03-15,,True
212,998,FI,2019-03-15,2019-03-15,,True
213,2988,DK,2019-03-15,2019-03-15,,True
214,1389,DK,2019-03-16,2019-03-16,,True
215,1489,SE,2019-03-16,2019-03-16,,True
216,3908,DK,2019-03-16,2019-03-16,,True
217,1902,SE,2019-03-16,2019-03-16,,True
218,1463,SE,2019-03-18,2019-03-18,,True
219,2884,DK,2019-03-18,2019-03-18,,True
220,3309,SE,2019-03-18,2019-03-18,,True
221,1681,FI,2019-03-18,2019-03-18,,True
222,2852,DK,2019-03-18,2019-03-18,,True
223,1247,NO,2019-03-19,2019-03-19,,True
224,4633,NO,2019-03-19,2019-03-19,,True
225,517,FI,2019-03-19,2019-03-19,,True
226,2678,NO,2019-03-19,2019-03-19,,True
227,2018,NO,2019-03-20,2019-03-20,,True
228,286,DK,2019-03-21,2019-03-21,,True
229,4556,FI,2019-03-21,2019-03-21,,True
230,1080,SE,2019-03-22,2019-03-22,,True
231,569,DK,2019-03-22,2019-03-22,,True
232,2424,SE,2019-03-22,2019-03-22,,True
233,1877,SE,2019-03-24,2019-03-24,,True
234,393,FI,2019-03-25,2019-03-25,,True
235,607,DK,2019-03-25,2019-03-25,,True
236,3021,NO,2019-03-26,2019-03-26,,True
237,347,DK,2019-03-26,2019-03-26,,True
238,2698,FI,2019-03-27,2019-03-27,,True
239,2416,NO,2019-03-27,2019-03-27,,True
240,3074,DK,2019-03-27,2019-03-27,,True
241,2210,SE,2019-03-27,2019-03-27,,True
242,556,FI,2019-03-27,2019-03-27,,True
243,189,DK,2019-03-27,2019-03-27,,True
244,1430,DK,2019-03-28,2019-03-28,,True
245,4936,SE,2019-03-29,2019-03-29,,True
246,3112,DK,2019-03-29,2019-03-29,,True
247,8,SE,2019-03-29,2019-03-29,,True
248,676,SE,2019-03-29,2019-03-29,,True
249,3136,DK,2019-03-30,2019-03-30,,True
250,4365,DK,2019-03-30,2019-03-30,,True
251,2735,FI,2019-03-31,2019-03-31,,True
252,3618,NO,2019-03-31,2019-03-31,,True
253,1758,SE,2019-03-31,2019-03-31,,True
254,44,FI,2019-04-01,2019-04-01,,True
255,2332,NO,2019-04-01,2019-04-01,,True
256,2555,SE,2019-04-03,2019-04-03,,True
257,3011,NO,2019-04-03,2019-04-03,,True
258,4741,SE,2019-04-03,2019-04-03,,True
259,1820,DK,2019-04-04,2019-04-04,,True
260,1033,SE,2019-04-04,2019-04-04,,True
261,3848,FI,2019-04-04,2019-04-04,,True
262,2538,NO,2019-04-04,2019-04-04,,True
263,4905,DK,2019-04-04,2019-04-04,,True
264,143,FI,2019-04-04,2019-04-04,,True
265,4975,FI,2019-04-04,2019-04-04,,True
266,3893,FI,2019-04-05,2019-04-05,,True
267,2353,DK,2019-04-06,2019-04-06,,True
268,3622,NO,2019-04-06,2019-04-06,,True
269,1866,NO,2019-04-06,2019-04-06,,True
270,1297,DK,2019-04-06,2019-04-06,,True
271,1922,SE,2019-04-07,2019-04-07,,True
272,1155,FI,2019-04-07,2019-04-07,,True
273,2920,NO,2019-04-07,2019-04-07,,True
274,3473,NO,2019-04-08,2019-04-08,,True
275,304,NO,2019-04-08,2019-04-08,,True
276,3824,DK,2019-04-09,2019-04-09,,True
277,4000,NO,2019-04-09,2019-04-09,,True
278,869,DK,2019-04-09,2019-04-09,,True
279,2064,FI,2019-04-09,2019-04-09,,True
280,489,SE,2019-04-09,2019-04-09,,True
281,2981,SE,2019-04-09,2019-04-09,,True
282,1308,FI,2019-04-10,2019-04-10,,True
283,1616,DK,2019-04-10,2019-04-10,,True
284,726,SE,2019-04-10,2019-04-10,,True
285,1261,DK,2019-04-10,2019-04-10,,True
286,4873,SE,2019-04-11,2019-04-11,,True
287,4821,FI,2019-04-11,2019-04-11,,True
288,63,SE,2019-04-11,2019-04-11,,True
289,3067,SE,2019-04-11,2019-04-11,,True
290,1738,DK,2019-04-11,2019-04-11,,True
291,4491,DK,2019-04-12,2019-04-12,,True
292,548,FI,2019-04-12,2019-04-12,,True
293,3341,DK,2019-04-14,2019-04-14,,True
294,4341,FI,2019-04-14,2019-04-14,,True
295,1846,DK,2019-04-14,2019-04-14,,True
296,4852,NO,2019-04-15,2019-04-15,,True
297,3312,SE,2019-04-16,2019-04-16,,True
298,3000,FI,2019-04-16,2019-04-16,,True
299,4572,NO,2019-04-17,2019-04-17,,True
300,1398,DK,2019-04-18,2019-04-18,,True
301,1809,FI,2019-04-18,2019-04-18,,True
302,2074,NO,2019-04-18,2019-04-18,,True
303,1680,NO,2019-04-18,2019-04-18,,True
304,4514,DK,2019-04-19,2019-04-19,,True
305,505,DK,2019-04-19,2019-04-19,,True
306,1424,DK,2019-04-19,2019-04-19,,True
307,1431,SE,2019-04-19,2019-04-19,,True
308,4591,NO,2019-04-20,2019-04-20,,True
309,1590,FI,2019-04-20,2019-04-20,,True
310,4819,SE,2019-04-21,2019-04-21,,True
311,750,NO,2019-04-21,2019-04-21,,True
312,2405,DK,2019-04-21,2019-04-21,,True
313,207,FI,2019-04-21,2019-04-21,,True
314,2138,FI,2019-04-22,2019-04-22,,True
315,2183,DK,2019-04-22,2019-04-22,,True
316,4193,FI,2019-04-23,2019-04-23,,True
317,3394,FI,2019-04-23,2019-04-23,,True
318,3641,NO,2019-04-23,2019-04-23,,True
319,4074,SE,2019-04-23,2019-04-23,,True
320,3205,DK,2019-04-24,2019-04-24,,True
321,3523,FI,2019-04-25,2019-04-25,,True
322,188,DK,2019-04-25,2019-04-25,,True
323,4619,DK,2019-04-25,2019-04-25,,True
324,2762,SE,2019-04-25,2019-04-25,,True
325,2452,FI,2019-04-25,2019-04-25,,True
326,929,NO,2019-04-25,2019-04-25,,True
327,4119,NO,2019-04-26,2019-04-26,,True
328,4611,SE,2019-04-26,2019-04-26,,True
329,2410,FI,2019-04-26,2019-04-26,,True
330,4362,DK,2019-04-26,2019-04-26,,True
331,2875,FI,2019-04-26,2019-04-26,,True
332,1754,DK,2019-04-27,2019-04-27,,True
333,4321,SE,2019-04-27,2019-04-27,,True
334,4295,SE,2019-04-27,2019-04-27,,True
335,360,DK,2019-04-27,2019-04-27,,True
336,3717,FI,2019-04-27,2019-04-27,,True
337,558,NO,2019-04-28,2019-04-28,,True
338,1997,NO,2019-04-28,2019-04-28,,True
339,1623,NO,2019-04-28,2019-04-28,,True
340,3919,FI,2019-04-28,2019-04-28,,True
341,4454,NO,2019-04-28,2019-04-28,,True
342,292,DK,2019-04-29,2019-04-29,,True
343,247,SE,2019-04-30,2019-04-30,,True
344,4800,DK,2019-04-30,2019-04-30,,True
345,4861,FI,2019-04-30,2019-04-30,,True
346,2625,FI,2019-05-01,2019-05-01,,True
347,332,SE,2019-05-01,2019-05-01,,True
348,2954,NO,2019-05-01,2019-05-01,,True
349,2012,SE,2019-05-01,2019-05-01,,True
350,1053,DK,2019-05-01,2019-05-01,,True
351,4495,FI,2019-05-02,2019-05-02,,True
352,4636,FI,2019-05-02,2019-05-02,,True
353,4842,DK,2019-05-03,2019-05-03,,True
354,4653,NO,2019-05-03,2019-05-03,,True
355,3739,DK,2019-05-03,2019-05-03,,True
356,2094,NO,2019-05-03,2019-05-03,,True
357,1011,SE,2019-05-04,2019-05-04,,True
358,2744,SE,2019-05-04,2019-05-04,,True
359,2086,SE,2019-05-04,2019-05-04,,True
360,3044,SE,2019-05-05,2019-05-05,,True
361,4218,DK,2019-05-05,2019-05-05,,True
362,4918,FI,2019-05-05,2019-05-05,,True
363,2607,FI,2019-05-06,2019-05-06,,True
364,2475,FI,2019-05-06,2019-05-06,,True
365,4264,SE,2019-05-07,2019-05-07,,True
366,2319,DK,2019-05-07,2019-05-07,,True
367,4562,NO,2019-05-08,2019-05-08,,True
368,4526,FI,2019-05-08,2019-05-08,,True
369,1185,FI,2019-05-08,2019-05-08,,True
370,2689,SE,2019-05-08,2019-05-08,,True
371,3374,DK,2019-05-09,2019-05-09,,True
372,1814,SE,2019-05-09,2019-05-09,,True
373,4098,NO,2019-05-09,2019-05-09,,True
374,214,DK,2019-05-09,2019-05-09,,True
375,2897,NO,2019-05-10,2019-05-10,,True
376,2480,SE,2019-05-10,2019-05-10,,True
377,411,DK,2019-05-10,2019-05-10,,True
378,1972,SE,2019-05-10,2019-05-10,,True
379,3248,SE,2019-05-11,2019-05-11,,True
380,2022,DK,2019-05-12,2019-05-12,,True
381,1873,DK,2019-05-12,2019-05-12,,True
382,1586,NO,2019-05-12,2019-05-12,,True
383,2449,FI,2019-05-13,2019-05-13,,True
384,4557,DK,2019-05-13,2019-05-13,,True
385,254,SE,2019-05-15,2019-05-15,,True
386,4133,FI,2019-05-15,2019-05-15,,True
387,3821,DK,2019-05-15,2019-05-15,,True
388,2798,FI,2019-05-16,2019-05-16,,True
389,4739,DK,2019-05-16,2019-05-16,,True
390,3335,DK,2019-05-16,2019-05-16,,True
391,1121,NO,2019-05-16,2019-05-16,,True
392,3783,FI,2019-05-17,2019-05-17,,True
393,3001,FI,2019-05-17,2019-05-17,,True
394,398,NO,2019-05-17,2019-05-17,,True
395,1740,DK,2019-05-17,2019-05-17,,True
396,68,SE,2019-05-17,2019-05-17,,True
397,3656,NO,2019-05-18,2019-05-18,,True
398,4854,SE,2019-05-18,2019-05-18,,True
399,352,SE,2019-05-18,2019-05-18,,True
400,3829,SE,2019-05-19,2019-05-19,,True
401,4331,DK,2019-05-19,2019-05-19,,True
402,1344,SE,2019-05-19,2019-05-19,,True
403,1168,NO,2019-05-19,2019-05-19,,True
404,927,SE,2019-05-19,2019-05-19,,True
405,4859,DK,2019-05-20,2019-05-20,,True
406,2949,NO,2019-05-20,2019-05-20,,True
407,803,SE,2019-05-21,2019-05-21,,True
408,4310,SE,2019-05-21,2019-05-21,,True
409,2154,SE,2019-05-22,2019-05-22,,True
410,1805,SE,2019-05-22,2019-05-22,,True
411,2628,NO,2019-05-22,2019-05-22,,True
412,3352,NO,2019-05-22,2019-05-22,,True
413,3300,SE,2019-05-22,2019-05-22,,True
414,2973,DK,2019-05-23,2019-05-23,,True
415,2309,DK,2019-05-23,2019-05-23,,True
416,4935,FI,2019-05-23,2019-05-23,,True
417,2222,DK,2019-05-23,2019-05-23,,True
418,2444,FI,2019-05-23,2019-05-23,,True
419,4231,DK,2019-05-25,2019-05-25,,True
420,3017,DK,2019-05-25,2019-05-25,,True
421,4134,FI,2019-05-25,2019-05-25,,True
422,2881,NO,2019-05-25,2019-05-25,,True
423,4007,FI,2019-05-25,2019-05-25,,True
424,2947,SE,2019-05-25,2019-05-25,,True
425,1565,DK,2019-05-25,2019-05-25,,True
426,2886,SE,2019-05-25,2019-05-25,,True
427,4371,NO,2019-05-26,2019-05-26,,True
428,1320,DK,2019-05-26,2019-05-26,,True
429,3784,FI,2019-05-26,2019-05-26,,True
430,2526,FI,2019-05-26,2019-05-26,,True
431,2367,NO,2019-05-27,2019-05-27,,True
432,3075,DK,2019-05-27,2019-05-27,,True
433,2573,SE,2019-05-27,2019-05-27,,True
434,1655,NO,2019-05-27,2019-05-27,,True
435,4752,SE,2019-05-27,2019-05-27,,True
436,3988,SE,2019-05-27,2019-05-27,,True
437,3427,NO,2019-05-28,2019-05-28,,True
438,4881,SE,2019-05-28,2019-05-28,,True
439,637,SE,2019-05-29,2019-05-29,,True
440,1311,DK,2019-05-30,2019-05-30,,True
441,1892,NO,2019-05-30,2019-05-30,,True
442,1955,DK,2019-05-31,2019-05-31,,True
443,2805,SE,2019-05-31,2019-05-31,,True
444,1998,SE,2019-05-31,2019-05-31,,True
445,696,FI,2019-06-01,2019-06-01,,True
446,2003,NO,2019-06-01,2019-06-01,,True
447,801,SE,2019-06-01,2019-06-01,,True
448,465,FI,2019-06-02,2019-06-02,,True
449,4652,FI,2019-06-02,2019-06-02,,True
450,2068,SE,2019-06-02,2019-06-02,,True
451,4287,FI,2019-06-02,2019-06-02,,True
452,1952,DK,2019-06-03,2019-06-03,,True
453,2710,FI,2019-06-03,2019-06-03,,True
454,1237,SE,2019-06-03,2019-06-03,,True
455,4361,NO,2019-06-04,2019-06-04,,True
456,2463,DK,2019-06-04,2019-06-04,,True
457,743,NO,2019-06-04,2019-06-04,,True
458,1438,SE,2019-06-04,2019-06-04,,True
459,2142,NO,2019-06-05,2019-06-05,,True
460,167,FI,2019-06-05,2019-06-05,,True
461,2957,SE,2019-06-05,2019-06-05,,True
462,4004,DK,2019-06-06,2019-06-06,,True
463,4580,NO,2019-06-06,2019-06-06,,True
464,3850,SE,2019-06-06,2019-06-06,,True
465,1472,NO,2019-06-07,2019-06-07,,True
466,552,FI,2019-06-08,2019-06-08,,True
467,1124,DK,2019-06-08,2019-06-08,,True
468,3874,FI,2019-06-08,2019-06-08,,True
469,1274,DK,2019-06-08,2019-06-08,,True
470,4255,FI,2019-06-08,2019-06-08,,True
471,2426,DK,2019-06-08,2019-06-08,,True
472,2093,NO,2019-06-09,2019-06-09,,True
473,2352,SE,2019-06-09,2019-06-09,,True
474,460,DK,2019-06-09,2019-06-09,,True
475,1120,NO,2019-06-10,2019-06-10,,True
476,1028,DK,2019-06-11,2019-06-11,,True
477,784,FI,2019-06-11,2019-06-11,,True
478,1964,NO,2019-06-11,2019-06-11,,True
479,1113,FI,2019-06-12,2019-06-12,,True
480,1370,NO,2019-06-12,2019-06-12,,True
481,4612,FI,2019-06-12,2019-06-12,,True
482,4906,FI,2019-06-13,2019-06-13,,True
483,3356,DK,2019-06-13,2019-06-13,,True
484,3772,NO,2019-06-14,2019-06-14,,True
485,1849,SE,2019-06-14,2019-06-14,,True
486,2281,NO,2019-06-14,2019-06-14,,True
487,3786,NO,2019-06-14,2019-06-14,,True
488,278,NO,2019-06-15,2019-06-15,,True
489,4501,SE,2019-06-15,2019-06-15,,True
490,1871,DK,2019-06-16,2019-06-16,,True
491,3995,NO,2019-06-17,2019-06-17,,True
492,2766,FI,2019-06-17,2019-06-17,,True
493,2235,SE,2019-06-18,2019-06-18,,True
494,530,NO,2019-06-19,2019-06-19,,True
495,3735,NO,2019-06-19,2019-06-19,,True
496,176,NO,2019-06-20,2019-06-20,,True
497,4275,SE,2019-06-21,2019-06-21,,True
498,4888,DK,2019-06-21,2019-06-21,,True
499,4434,SE,2019-06-22,2019-06-22,,True
500,2958,DK,2019-06-22,2019-06-22,,True
501,4705,SE,2019-06-23,2019-06-23,,True
502,3343,FI,2019-06-23,2019-06-23,,True
503,588,DK,2019-06-23,2019-06-23,,True
504,262,NO,2019-06-23,2019-06-23,,True
505,3615,FI,2019-06-23,2019-06-23,,True
506,2974,DK,2019-06-24,2019-06-24,,True
507,4785,SE,2019-06-24,2019-06-24,,True
508,4178,DK,2019-06-24,2019-06-24,,True
509,534,SE,2019-06-25,2019-06-25,,True
510,338,DK,2019-06-25,2019-06-25,,True
511,1534,SE,2019-06-25,2019-06-25,,True
512,749,SE,2019-06-27,2019-06-27,,True
513,388,DK,2019-06-27,2019-06-27,,True
514,3407,NO,2019-06-28,2019-06-28,,True
515,1916,NO,2019-06-28,2019-06-28,,True
516,385,SE,2019-06-28,2019-06-28,,True
517,2579,FI,2019-06-29,2019-06-29,,True
518,3590,FI,2019-06-30,2019-06-30,,True
519,89,FI,2019-06-30,2019-06-30,,True
520,4883,NO,2019-06-30,2019-06-30,,True
521,4723,NO,2019-06-30,2019-06-30,,True
522,2822,DK,2019-06-30,2019-06-30,,True
523,514,NO,2019-06-30,2019-06-30,,True
524,3370,SE,2019-07-01,2019-07-01,,True
525,4378,FI,2019-07-03,2019-07-03,,True
526,2389,DK,2019-07-03,2019-07-03,,True
527,1298,SE,2019-07-04,2019-07-04,,True
528,1373,FI,2019-07-04,2019-07-04,,True
529,949,NO,2019-07-05,2019-07-05,,True
530,4729,SE,2019-07-05,2019-07-05,,True
531,410,NO,2019-07-05,2019-07-05,,True
532,3803,NO,2019-07-06,2019-07-06,,True
533,1834,DK,2019-07-06,2019-07-06,,True
534,4081,DK,2019-07-06,2019-07-06,,True
535,1941,DK,2019-07-08,2019-07-08,,True
536,3878,DK,2019-07-08,2019-07-08,,True
537,178,DK,2019-07-09,2019-07-09,,True
538,4373,FI,2019-07-09,2019-07-09,,True
539,4753,SE,2019-07-10,2019-07-10,,True
540,3056,SE,2019-07-10,2019-07-10,,True
541,1561,DK,2019-07-10,2019-07-10,,True
542,229,SE,2019-07-10,2019-07-10,,True
543,2216,NO,2019-07-10,2019-07-10,,True
544,2089,FI,2019-07-11,2019-07-11,,True
545,197,NO,2019-07-11,2019-07-11,,True
546,3192,FI,2019-07-11,2019-07-11,,True
547,13,DK,2019-07-12,2019-07-12,,True
548,3129,DK,2019-07-12,2019-07-12,,True
549,656,SE,2019-07-13,2019-07-13,,True
550,1496,SE,2019-07-13,2019-07-13,,True
551,429,SE,2019-07-13,2019-07-13,,True
552,4767,DK,2019-07-15,2019-07-15,,True
553,3348,DK,2019-07-15,2019-07-15,,True
554,568,FI,2019-07-15,2019-07-15,,True
555,4886,SE,2019-07-15,2019-07-15,,True
556,1016,NO,2019-07-15,2019-07-15,,True
557,539,SE,2019-07-16,2019-07-16,,True
558,1651,DK,2019-07-16,2019-07-16,,True
559,4370,FI,2019-07-16,2019-07-16,,True
560,1977,DK,2019-07-16,2019-07-16,,True
561,3902,DK,2019-07-16,2019-07-16,,True
